sofifa_id,name,player_positions
168326,Salvatore Bocchetti,CB
169078,Luke Anthony Freeman,"CAM, LM"
169214,Scott Sinclair,LM
170664,Cristian Gabriel Rodriguez Barrotti,"CAM, LM, CM"
172013,Alberto de la Bella Madureno,LB
172233,Perparim Hetemaj,CM
172425,Souleymane Bamba,CB
172786,Marco Mancosu,CAM
172939,Keiren Westwood,GK
176071,Dax McCarty,CDM
176377,Dusko Tosic,CB
176526,Leonardo Fabian Burian Castro,GK
176619,Gustavo Adrian Ramos Vasquez,ST
176630,Marco Andre Rocha Pereira,GK
176693,Jean-Sylvain Claude Babin,CB
176841,Lukas Jutkiewicz,ST
177134,Demba Ba,ST
177273,Julio Cesar Dominguez Juarez,"CB, RB"
177280,Tore Reginiussen,CB
177537,Nicolas Santiago Bertolo,"LM, RM"
177578,Sebastian Prodl,CB
177712,Kevin Monnet-Paquet,"LM, RWB, RM"
177790,Artur Jedrzejczyk,"CB, RB"
177896,Mario Vrancic,"CM, CDM, CAM"
178087,Alberto Bueno Calvo,CAM
178571,Rafael Wihby Bracali,GK
179687,Jose Joaquin Martinez Valadez,RB
179696,Emiliano Adrian Insua Zapata,"LB, LWB"
179752,Oscar Rene Cardozo Marin,ST
179765,Emiliano Gabriel Vecchio,"CM, CAM"
180283,Ki Sung Yueng,"CM, CDM"
181205,Adam Hlousek,"LB, LM"
181236,Fernando Henrique Boldrin,"CAM, RM"
181262,Marek Suchy,CB
181383,Jakob Johansson,"CDM, CM"
181404,Larrys Mabiala Destin,CB
182001,Cristian Chagas Tarouco,CB
182087,Denis Cesar de Matos,GK
183287,Fabien Lemoine,"CDM, CM"
183475,Sten Michael Grytebust,GK
183556,Neven Subotic,CB
183573,Norman Theuerkauf,"LB, CDM"
183774,Ryan Bennett,CB
183893,Claudio Ariel Yacob,"CDM, CM"
184035,Brayan Alexis Angulo Leon,"LB, LWB"
184111,Christian Benteke Liolo,ST
184716,Joe Allen,"CM, CDM"
184990,Antonio Jesus Regal Angulo,"RB, RM, RWB"
185199,Sebastian Cesar Helios Ribas Barbato,ST
185427,Orjan Haskjold Nyland,GK
186140,Federico Macheda,"ST, LW"
186519,Juan Torres Ruiz,CB
186650,Gustavo Matias Alustiza,"ST, CAM"
186681,Alberto Garcia Cabrera,GK
186961,Alberto Paloschi,ST
187043,Stefan Marius Johansen,"CM, CDM"
187601,Soslan Dzhanaev,GK
188000,Sandro Manoel dos Santos,CDM
188038,Ondrej Celustka,"CB, LB, RB"
188154,Lewis Harry Holtby,"CAM, CM"
188197,Lucas Ezequiel Viatri,ST
188337,Mubarak Wakaso,"CM, LM"
188524,Volkan Babacan,GK
188607,Rodrigo Salinas Dorantes,"RB, LB"
189061,Sascha Burchert,GK
189153,Mauro Alberto Diaz,"CAM, LW"
189172,Fidel Chaves de la Torre,"LM, RM, CM"
189207,Jakup Jimmy Durmaz,"CAM, LM, RM"
189224,Gleidionor Figueiredo Pinto Junior,ST
189300,Mattias Johansson,"RB, RWB"
189342,Carlo Pinsoglio,GK
189462,David Junior Hoilett,LM
189468,Daniel Joao Santos Candeias,RM
189514,Harrison Afful,"RB, RWB"
189530,Silvio Manuel de Azevedo Ferreira Sa Pereira,"RB, LB"
189557,Andrea Rispoli,"RB, RM"
189707,Angelo Esmael da Costa Junior,GK
189757,Aleksandar Prijovic,ST
189819,Rogerio De Assis Silva Coutinho,"CAM, LM"
189899,Vito Nova Wormgoor,CB
190021,Hugo Fraile Martin,RM
190276,Stoppila Sunzu,CB
190435,Bartolome Nadal Mesquida,GK
190501,Nenad Krsticic,"CM, CDM, CAM"
190528,Janusz Krzysztof Gol,CDM
190576,Matias Nicolas Caruzzo,CB
190581,Ulises Alejandro Davila Plascencia,CAM
190593,Danijel Aleksic,"CAM, RM, CF"
190640,Gulaugur Victor Palsson,"CDM, CB, CM"
190780,Sean Johnson,GK
190919,Fredy Henkyer Montero Munoz,"ST, CF, LW"
191058,Mario Jorge Malico Paulino,LB
191269,Salman Mohammed Al Faraj,"CM, CDM, CAM"
191390,Fabrice N'Sakala,"LB, LM"
191488,Lucas Alfonso Orban Alegre,"CB, LB"
192102,Niklas Hult,"LB, LWB, LM"
192128,Miiko Martin Albornoz Inola,"LB, LM"
192129,Kristoffer Nordfeldt,GK
192156,Ruben Alexandre Rocha Lima,"LWB, CB"
192342,Edwin Andres Cardona Bedoya,"CAM, LW"
192362,Luciano Narsingh,"RW, LW"
192620,Holger Badstuber,CB
192841,Emanuele Giaccherini,"CAM, LW, CM"
192930,Alan Pulido Izaguirre,ST
193091,Bram Nuytinck,CB
193201,Omer Bayram,"CM, LB, LM"
193264,Patrick Farkas,"RB, RM, LB"
193584,Guido Burgstaller,ST
193693,Caue Cecilio da Silva,CDM
194079,Alper Potuk,"CAM, LM, RM"
194149,Fredrik Ulvestad,"CM, CDM"
194365,S. Okazaki,ST
194730,Juan Carlos Martin Corral,GK
194934,Daniel Jimenez Lopez,GK
194947,Jagos Vukovic,CB
194963,Andre Felipe Ribeiro de Souza,ST
195033,Mathew Allan Leckie,"RM, LM"
195412,Moises Lima Magalhaes,"CM, CAM, CDM"
195671,Charlie Austin,ST
197300,Abdalla Mahmoud El Said Bekhit,"CAM, RM"
197641,Benjamin Leroy,GK
197777,Jacopo Sala,"RB, RM"
197851,A. Hayashi,GK
197860,Ivo Daniel Ferreira Mendonca Pinto,RB
197937,Papiss Mison Djilobodji,CB
197971,Denis Alibec,ST
198113,Marco Hoger,"CDM, CM"
198136,Antonino Ragusa,"RW, LW"
198150,Miguel Angel Guerrero Martin,ST
198190,Greg Cunningham,LB
198348,Mathias Autret,"CAM, LM"
198429,Stanislav Tecl,ST
198504,Josip Drmic,"ST, RM"
198817,Romain Amalfitano,"CM, CDM"
198836,Vincent Pajot,CM
198914,Jan Hochscheidt,"LM, ST, CAM"
199103,Alexander Dominguez Carabali,GK
199151,Juan Manuel Iturbe Arevalo,"RM, ST"
199157,Antonio Manuel Luna Rodriguez,"LB, LM"
199170,Bryan Dabo,"CM, CDM"
199191,Dennis Appiah,RB
199236,Hong Chul,"LB, LM"
199244,Lukas Hejda,CB
199339,Manuel Riemann,GK
199353,Marc Rzatkowski,"CM, CDM"
199383,Timm Klose,CB
199392,Matias Aguirregaray Guruceaga,"RB, LB"
199412,Sebastiao de Freitas Couto Junior,"LM, ST"
199504,Taulant Ragip Xhaka,"CDM, CB"
199570,Jesus Enrique Sanchez Garcia,RB
199572,Ciprian Ioan Deac,RW
199763,Bartosz Bereszynski,RB
199829,David Timor Copovi,"CM, CDM, CB"
199897,Nicolas Hofler,"CDM, CM"
200275,Youness Mokhtar,LM
200302,Graeme Shinnie,"CDM, CM"
200433,Lukas Hinterseer,ST
200443,Barry Douglas,LB
200446,Camilo da Silva Sanvezzo,ST
200532,Kristof D'Haene,"LB, LWB, LM"
200588,Hong Jeong Ho,CB
200875,Emmanuel Gigliotti,ST
201013,Lukasz Teodorczyk,ST
201041,Lionel Jules Carole,"LWB, LB"
201066,Dominik Kaiser,"CM, CAM, CDM"
201155,Ravel Morrison,"CAM, CM"
201215,Ladislav Krejci,"LB, LM, LW"
201223,Afriyie Acquah,"CM, CDM"
201240,Tom Barkhuizen,"RM, ST"
201335,Federico Javier Santander Mereles,ST
201368,Kenny McLean,"CM, CDM"
202035,Nicolas Benezet,"LM, CAM"
202107,Alfredo Morales,"CDM, CM"
202157,Aziz Behich,LB
202356,Ziya Erdal,LB
202515,Jese Rodriguez Ruiz,"RW, ST"
202539,Leigh Griffiths,ST
202541,Jose Ignacio Peleteiro Ramallo,"RW, RM"
202678,Joshua Risdon,"RWB, RB"
202686,Nahki Wells,ST
202746,Thulani Caleeb Serero,"CM, CDM"
203128,Thomas Monconduit,"CDM, CM"
203537,Sammy Ameobi,"LM, RM"
203604,David Pavelka,"CDM, CM"
203725,Virgil Misidjan,"RM, LM"
203783,Tommy Smith,RB
203801,Francisco Andres Silva Gajardo,"CDM, CM, CB"
204043,Emir Dilaver,"CB, RB, CDM"
204215,Adam Reach,"CAM, RW, RM"
204523,Ruben Pardo Gutierrez,"CM, CAM, CDM"
204542,Victor Yoshimar Yotun Flores,"CDM, CM, LB"
204904,Moritz Bauer,"RB, RWB"
205188,Rachid Alioui,ST
205212,David Ferreiro Quiroga,"LM, RM"
205215,Igor Rossi Branco,CB
205401,Valeri Qazaishvili,"LM, CAM"
205726,Gaston Brugman,"CM, CDM"
205955,Brian Guillermo Montenegro Benitez,"ST, LW"
206022,Erik Berg,CB
206104,Serdar Dursun,ST
206222,Pedro Bigas Rigo,"CB, LB"
206272,Cristian Emanuel Balgradean,GK
206662,Matt Hedges,CB
207448,Juan Carlos Paredes Reasco,"RB, RWB"
207722,Cristiano da Silva,"LM, ST, LW"
207929,Pedro Henrique Konzen Medina da Silva,"LM, RM"
208335,Lukas Kubler,RB
208525,Gustavo Campanharo,"CM, CDM"
208564,Peter Svarrer Ankersen,"RB, RM"
209485,Alexander Muhling,"CM, CAM"
209888,Craig Goodwin,"LM, LW"
209937,Joaquin Jose Marin Ruiz,"LB, RB"
210118,Helder Filipe Oliveira Lopes,"LB, LWB, LM"
210329,Filippo Falco,"CAM, CF"
210434,Fouad Chafik,"RB, LB"
210438,Farid Boulaya,RW
210533,Joao Felipe Schmidt Urbano,"CM, CDM"
211005,Jang Hyeon Soo,CB
211014,Paulo Sergio Mota,"RB, RWB, RM"
211061,Alexandru Iulian Maxim,"CAM, CM, LM"
211287,Moryke Fofana,"LM, RM"
211592,Andrey Semenov,CB
211826,Rafael Czichos,"CB, LB"
211862,Andre Hahn,"RM, ST"
212478,Gyasi Zardes,ST
212607,Maxime Chanot,CB
212618,Fernando Luis Aristeguieta de Luca,ST
212772,Oscar Esau Duarte Gaitan,CB
213746,Arsenio Martins Lafuente Nunes,RM
213974,Diego Martin Rodriguez Berrini,"CDM, CM"
214146,Elvis Yohan Perlaza Lara,RB
214168,Jorge Luis Rojas Meza,"RM, RW"
214196,Daniel Eduardo Bocanegra Ortiz,"CB, RB"
214209,Ayron Del Valle Rodriguez,"ST, RM"
214294,Esteban Andres Pavez Suazo,"CM, CDM"
214376,Darwin Zamir Andrade Marmolejo,LB
214378,David Mackalister Silva Mosquera,"CAM, LM, CM"
214421,Fredy Hinestroza Arias,"LM, RM"
214515,Marlon Javier Piedrahita Londono,RB
214609,Sherman Andres Cardenas Estupinan,"CAM, RM, LM"
214771,Victor Hugo Ayala Nunez,"CDM, CM"
214772,Nicolas Pasquini,"LB, LWB"
214882,Jakub Czerwinski,CB
214906,Andrew Hughes,LB
214968,Federico Andres Mancuello,"CM, CAM, LM"
214973,Lucas Martin Villafanez,"RM, CAM"
214983,Matias Alejandro Ibanez Basualdo,GK
215018,Brahian Milton Aleman Athaydes,"CAM, LM, ST"
215050,Diego Luis Braghieri,CB
215053,Matias Ezequiel Zaldivia,CB
215132,Sebastian Emanuel Moyano,GK
215144,Emanuel Mariano Insua Zapata,"LB, LWB, LM"
215155,Fernando Zuqui,"CM, RM"
215157,Federico Eduardo Lertora,"CDM, CM"
215368,Reinhold Ranftl,"RM, RWB"
215391,Ibrahima Seck,"CDM, CM"
215665,Filipe Miguel Neves Ferreira,LB
216302,Emmanuel Garcia Vaca,LB
216447,Alvaro Garcia Rivera,"LM, RM"
216482,Bryan Pele,"LM, RM, CM"
216793,Jean-David Beauguel,ST
217648,G. Haraguchi,"CAM, RM, LM"
219167,Sergio Javier Vittor,"CB, CDM"
219181,Pedro Miguel Amorim Pereira Silva,"CM, CDM"
219652,Roberto Ibanez Castro,"RM, LM"
219740,Mahmoud Abdul Monem Abdelhamid Soliman,"LM, RM, ST"
219787,Andres Felipe Mosquera Guardia,"CB, RB"
220152,Bertrand Yves Baraye,"RW, LW"
220295,Enner Remberto Valencia Lastra,"ST, CAM"
220513,Federico Ricci,"RW, LW"
221000,Papa Alioune N'Diaye,"CM, CDM"
221311,Johan Leandro Arango Ambuila,"CAM, LM, ST"
222204,Cao Yunding,"LM, LW"
222553,Sebastian Griesbeck,CDM
222671,Everaldo Stum,ST
223066,Andres Eliseo Chavez,ST
223241,Marcelo Nicolas Benitez,"CM, CDM, LB"
223543,Jonathan Renato Barbosa,"LM, RM"
223573,Munir Mohand Mohamedi,GK
223615,Christian Chimino,RB
224104,Damian Alberto Martinez,RB
225346,Felipe Gedoz da Conceicao,"RW, LW"
225926,Pere Milla Pena,"ST, CAM, LM"
226075,Michalis Bakakis,"RB, CB, RWB"
226203,Joevin Jones,"LM, LB"
226278,Antonio Manuel Pereira Xavier,"LW, RW"
226772,Joaquin Marcelo Laso,"CB, RB"
227232,Florian Sotoca,"ST, RM"
227537,Henk Veerman,ST
228124,Matej Jonjic,CB
228231,Alfredo Ariel Aguilar,GK
228237,Christian Raoul Kouame Koffi,"CDM, CB"
228717,Y. Muto,ST
228892,Jose Ignacio Rivero Segade,"CM, RM, CDM"
229128,Thembinkosi Lorch,"RW, LW, CAM"
229694,Moon Seon Min,"RM, LM, ST"
230176,Luiz Santiago Sacramento Cruz,GK
230185,Tulio Sebastiao Changas Tramontino,GK
230188,Alam Cristian Araujo Martins,"LB, LM"
230218,Fabiano Elton Sonta Pessoa,"CB, CDM"
230222,Ailton Jonas Valpacos Salazar,"CB, CDM"
230260,Guto Ramon Milazar Coimbra,LB
230263,Adeilson Daniel Gesser Esser,"RM, LM"
230267,Sebastiao Erick Couteira Baia,"CAM, RM"
230272,Kaua Ricardo Abranches Simoes,"CAM, RM, RB"
230277,Gustavo Rafael Lobateiro Gomes,"CAM, ST, CF"
230283,Evandro Sergio Rochedo Paulino,ST
230289,Santiago Andre da Bruma Reis,"ST, RM"
230319,Andre Mikael Milazar Santoso,GK
230322,Jorge Pietro Teixeira Lima,CB
230350,Flavio Raphael Rebeilo Mestres,LB
230367,Tony Josimar Mutto Abrao,"RB, RWB, RM"
230369,Durval Murilo Dutria Pereira,CM
230374,Deiverson Breno Kaio de Freitas,CAM
230393,Paolito Jesus Serra Fonseca,CB
230407,M. Vanderlei Paulino Kenedy,CB
230414,Igor Paolo Madinha Eustaquio,"RM, CAM"
230420,Pietro Mauricio Mendes Abranches,"CAM, ST"
230429,Timoteo Samuel Triano Branco,"CDM, CM"
230434,Miguel Edson Pimenta Baia,"CDM, CM, CAM"
230441,Durval Helton Vieira Aldair,"CDM, LB"
230452,Alessandro Nuno Vaz Laranjeiras,"CDM, RB, RM"
230461,Manuel Leonardo Conceicao Paes,"CAM, LM"
230464,Marcos Alam Bastos Domingues,CAM
230466,Fabio Kel Melo Feijo,"CAM, LM"
230477,Dersan Jaime Dinis Abravanel,RW
230483,Jacson Joao Zonta Filho,"CAM, RM, LM"
230495,Helton Luiz Celanova Vieira,ST
230501,Gerson Fabio Noalha Rochela,"ST, CAM, LM"
230503,Matheus Jadson Vidigal Morais,ST
230525,Joao Fabricio Bruinheira Salvador,GK
230530,Hugo Adryan Rubiaes Chaves,"CDM, RB"
231098,Charles Traore,LB
232183,Collins Ngoran Suiru Fai,"RB, LB"
232510,T. Shiotani,"CB, LB, CDM"
232517,Nicolas Alexis Silva,"LM, CAM, RM"
232789,T. Nakagawa,RM
233993,Ricardo Silas Guerreda Vilela,RB
233994,Kaio Antonaldo Selva Mota,CB
234015,Caio Bruno Milacar Kenedy,CAM
234949,Joao Pedro Reis Amaral,"RM, RW"
235055,Filip Stojkovic,"RB, RWB, CB"
235502,Luis Gustavo Melere da Silva,"RM, LM"
236071,Joao Rodolfo Bardinho Barros,"LB, RB"
236548,Jaromir Zmrhal,"LM, RM"
237109,Oleksandr Karavaev,"RM, RB"
237548,Oussama Haddadi,LB
237784,Y. Maruhashi,"LB, LM"
238569,Kingsley Schindler,"RM, ST"
239093,Jonathan Clauss,"RW, RB"
239212,Carlos Daniel Lopez Huesca,"ST, CF, CAM"
239393,Dominik Frieser,"LW, RW"
241167,Mohamed Youcef Belaili,"LM, CAM"
241990,Omar Andres Fernandez Frasica,"LM, CM, CAM"
243863,Igor Plastun,CB
243903,Makhete Diop,ST
244517,Elvis Saric,"CM, CDM"
251127,Fernando Torrent Guidi,RB
251693,Anthony Alfarnez,ST
251710,Erick Lardero,ST
251718,Bruno Vendaza,CDM
253946,Hussein El Shahat,"RW, RM"
246420,Jeremy Doku,"RW, LW"
246104,Ryan Jiro Gravenberch,"CM, CDM"
253283,Facundo Pellistri Rebollo,"RM, RW"
254544,Reinier Jesus Carvalho,"CF, CAM"
242641,Rayan Ait Nouri,LB
245992,Billy Gilmour,"CM, CAM"
237329,Joseph Willock,"CAM, CM"
240787,Hamed Junior Traore,"CAM, CM"
246045,Pedro De la Vega,"RW, LW"
252961,Tanguy Nianzou Kouassi,"CB, CDM"
246191,Julian Alvarez,"RW, RM"
227678,Ezri Konsa Ngoyo,"CB, RB"
236600,Japhet Tanganga,"CB, RB, LB"
236988,Edward Nketiah,ST
244389,Fernando Dos Santos Pedro,"LM, ST"
245231,Billy Vladimir Arce Mina,LM
247185,Ante Palaversa,"CM, CDM, CAM"
251616,David Mota Mota Veiga Teixeira Carmo,CB
254824,Pedro Manuel Lobo Peixoto Mineiro Mendes,ST
227903,Maximiliano Samuel Romero,ST
233222,Kamil Jozwiak,"LM, RM"
233848,Jens Petter Hauge,LW
234575,Diogo Filipe Monteiro Pinto Leite,CB
236830,Zaydou Youssouf,"CM, RM"
239744,Mickael Cuisance,CM
240956,Matias German Melluso,LB
241607,Tomas Belmonte,"CDM, CM"
242162,Hakon Evjen,"CAM, RW"
242530,Noah Arinzechukwu Okafor,"RM, LM, ST"
243019,Tudor Cristian Baluta,"CDM, CB"
243526,Mert Muldur,"RB, CB"
243854,Mohamed Simakan,"CB, RB"
246762,Sekou Koita,ST
247246,Khephren Thuram-Ulien,"CDM, CM"
251756,Randy Nteka,"ST, CAM"
255891,Bosko Sutalo,CB
226430,Sead Haksabanovic,"LW, LM"
230824,Pedro Miguel Almeida Lopes Pereira,"RB, RWB, RM"
231445,Pelenda Joshua Tunga Dasilva,"CM, CDM"
232708,Milton Nahuel Valenzuela,LB
233097,Rick van Drongelen,CB
233230,Kevin Mac Allister,"LB, RB"
238196,Arnor Sigursson,"CF, CAM, LM"
224103,Erick Germain Aguirre Tafolla,"LB, LM"
226773,Pape Cheikh Diop Gueye,"CM, CDM"
229594,Ante Coric,"CAM, CM"
229793,Benjamin Tetteh,ST
231391,Joao Antonio Antunes Carvalho,"CAM, LM"
233926,Leonardo Duarte da Silva,"CB, RB"
234795,Antoine Joseph Emmanuel Bernede,"CM, CDM"
235161,Josh Maja,ST
235834,Fabio Depaoli,"RM, RB"
237512,Gaston Alberto Togni,"LW, LM"
239580,Gleison Bremer Silva Nascimento,CB
240730,Kevin Lucien Zohi,"LM, ST"
241823,Aldo Jafid Cruz Sanchez,"LB, LWB"
244308,Gabriel Rafael Fuentes Gomez,LB
244863,Yassine Benrahou,CAM
251181,David Lischka,CB
252931,Luka Ivanusec,"CAM, CM, LM"
253240,Ivan Rene Franco Diaz,CF
220534,Sebastiano Luperto,CB
221600,Matt Clarke,CB
229606,Victorien Angban,"CM, CDM"
230144,Assane Diousse El Hadji,"CM, CDM"
230672,Lyanco Evangelista Silveira Neves Vojnovic,CB
234579,Julian Andres Quinones Quinones,"ST, RM"
234640,Bakery Jatta,"RW, LM, LW"
235888,Irvin Cardona,"ST, RM, LM"
236924,Bruno Ricardo Valdez Wilson,CB
238507,Fernando Manuel Ferreira Fonseca,RB
238759,Carlos Alexandre Reis Pinto,RB
239458,Bozhidar Boykov Kraev,CAM
240193,Elvis Rexhbecaj,CM
241004,Felipe Ignacio Carballo Ares,"CM, CDM"
241696,Hernan De la Fuente,"RB, RWB"
242614,Ionut Nedelcearu,CB
244261,Lovro Majer,"CAM, CM"
244731,Nazariy Rusyn,ST
245572,Nikolay Rasskazov,"RB, LB"
252150,Patrick William Sa De Oliveira,"CB, RB"
253271,Thiago Gaston Cardozo Brugman,GK
193794,Asier Villalibre Molina,ST
213490,Isaiah Brown,CAM
218746,Jose Angel Pozo la Rosa,"CM, CAM"
221168,Dawid Kownacki,"ST, LM, RM"
223498,Rodrigo Emanuel Cecchini,"CDM, CM"
224265,Joe Williams,"CDM, CM, CAM"
225289,Nicolas Emanuel Fernandez,"ST, LW"
227600,Eric Joel Andersson,RB
231044,Joseph Oluwaseyi Temitope Ayodele-Aribo,"CM, CAM"
231360,Jalil Juan Jose Elias,CM
231685,Ronael Julien Pierre-Gabriel,"RB, LB, CB"
232526,Elias Cobbaut,"CB, LB"
233487,Riley McGree,"CM, RM, CAM"
233800,Fredrik Andre Bjorkan,LB
234457,Oghenekaro Etebo,"CM, CDM"
234889,Fredrik Jensen,CAM
235338,Marlon Rodrigues Xavier,LWB
237525,Arnaud Bodart,GK
237973,Konstantin Kuchaev,LM
240988,Denis Vavro,CB
241406,Jefferson Alfredo Intriago Mendoza,"CDM, CM, RM"
241637,Aurelien Tchouameni,CM
242045,Majeed Ashimeru,"CM, CDM"
242578,Benoit Badiashile Mukinayi,CB
244832,Carlos Sebastian Ferreira Vidal,ST
252064,Ladislav Krejci,"CDM, CB"
213209,Kellyn Kai Perry-Acosta,"CDM, CM"
213829,Alberto Cerri,ST
214874,Marcos Nikolas Bolados Hidalgo,"RW, CM"
215086,Brayan Josue Cortes Fernandez,GK
215565,Matt Miazga,CB
216349,Alen Halilovic,"CAM, RM"
222634,Isaac Ajayi Success,"ST, RM, LM"
222724,Manuel Benson Hedilazio,"RM, RW, LW"
223749,Orkan Cnar,RM
224509,Ulises Rivas Gilio,"CM, CDM"
226356,Mohamed Salim Fares,"LM, LB, LW"
228151,Josh Cullen,"CM, CDM"
231423,Casper De Norre,"LB, LM, RB"
231733,Francisco Jose Sanchez Rodriguez,"RM, LM"
231919,Alessandro Murgia,"CM, CDM"
233472,Noah Joel Sarenren Bazee,RM
234824,Yoane Wissa,"LM, ST"
237077,Frank Thierry Boya,"CDM, CM, CB"
238965,Orestis Kiomourtzoglou,"CDM, CM"
239432,Adrian Grbic,ST
239491,Juan Pablo Alvarez,RM
240916,Dejan Ljubicic,"CDM, CM, CB"
241049,Andoni Gorosabel Espinosa,RB
241130,Ignatius Kpene Ganago,"ST, RW, LW"
253294,Armando Jesus Mendez Alcorta,"RB, LB"
257533,Ondrej Karafiat,"CB, CDM, RB"
204451,Koray Gunter,CB
205818,Ryan Woods,"CDM, CM"
206463,Jeremy Dudziak,"CM, CDM, RB"
210021,Hany Mukhtar,"CAM, CM"
210583,Marc Stendera,"CM, CAM, CDM"
211966,Mahlon Beresford Baker Romeo,"RWB, RB"
212137,Andreas Aalen Vindheim,"RB, RM"
213777,Iver Fossum,CM
215433,Francesco Vicari,CB
216282,Raphael Framberger,"RB, RWB"
216416,Jan Gyamerah,"RB, CB"
218744,Jack Byrne,"RW, CAM, RM"
219469,Stipe Perica,ST
219510,Ebenezer Ofori,"CM, CDM"
219709,Saul Garcia Cabrero,LB
219848,David Costas Cordal,"CB, RB"
220058,Dillon Phillips,GK
220064,Clifford Aboagye,CM
220075,Mohammed Ibrahim Kanoo,"CDM, CM"
222590,Mauro Andres Manotas Paez,ST
223877,Darnell Furlong,"RB, CB"
224301,Karol Swiderski,"ST, CF, CAM"
225199,Vincent Edouard Andre Koziello,"CM, CDM"
225299,Emiliano Daniel Velazquez Maldonado,CB
225855,Antonin Bobichon,"CM, LM"
226662,Bart Nieuwkoop,RB
227562,Lukas Haraslin,"LM, RM"
227633,Bart Ramselaar,"CAM, CM, LW"
229453,Gil Bastiao Dias,"LM, RM, RW"
229574,Arturo Calabresi,"RB, CB"
229882,Eduardo Henrique da Silva,CM
232898,T. Morishima,"CF, CAM"
235875,Pol Mikel Lirola Kosok,"RM, RB"
237376,Juan Jose Nieto Zarzoso,RB
238922,Mark-Anthony Kaye,"CM, CDM"
241720,Andre Filipe Ferreira Coelho Pereira,"ST, RW, LW"
242776,K. Anzai,"RB, LB"
253695,Ladislav Takacs,"CDM, CB"
205530,Mirko Pigliacelli,GK
208306,Mariusz Stepinski,ST
211348,Stole Dimitrievski,GK
212287,Andreas Beyer Maxso,CB
213536,Maxime Crepeau,GK
214948,Sebastian Schonlau,CB
215651,Samir Caetano de Souza Santos,"CB, LB"
216481,Jake Cooper,CB
217813,Manuel Gibran Lajud Bojalil,GK
218658,Dominic Iorfa,"CB, RB"
219180,Daniel Pedro Calvo San Roman,CB
219736,Ethan Shea Horvath,GK
221865,Abdallah Gomaa,"LB, LM, RM"
221885,Paul Seguin,"CDM, CM, RB"
221890,Jay Fulton,"CDM, CM"
223231,Florin Lucian Tanase,"CAM, CM, ST"
223402,Emre Tasdemir,"LB, LM"
223596,Smail Prevljak,ST
223633,Leart Paqarada,"LB, LWB"
223686,Timon Wellenreuther,GK
223751,Gideon Jung,"CB, CDM"
224242,Derrick Luckassen,"CB, RB, CDM"
224423,Maximilian Wittek,LB
224440,Julian Pollersbeck,GK
224980,Marnon Busch,RB
225149,Jean Butez,GK
225530,Mamadou Obbi Oulare,ST
225863,Olivier Maxime Boscagli,"LB, CB"
231433,Aitor Cantalapiedra Fernandez,RW
231913,Fredrik Aursnes,"CDM, CM"
232882,K. Misao,"CDM, CM"
234195,Django Warmerdam,LB
236944,Fousseni Diabate,"LM, RM, ST"
240257,Cheick Omar Traore,"RB, RWB"
243551,Ali Gholizadeh,"LM, RM"
245058,Otar Kiteishvili,"CM, CAM"
246098,Vitor Tormena de Farias,"CB, RWB"
254067,Anderson Andres Julio Santos,"LM, LW"
198039,Mark Gillespie,GK
201093,Nick Powell,"CAM, CM"
201122,Tomas Kalas,CB
203485,Terence Kongolo,"CB, LB"
204966,Adrian Ortola Vano,GK
205585,Jack Alexander Price,"CDM, CM"
206436,Yassine Benzia,"CAM, CM"
207431,Pablo Insua Blanco,CB
207926,Andreas Christopher Linde,GK
209695,Eugeni Valderrama Domenech,"CM, CAM, LM"
209987,Marcel Schuhen,GK
210468,Ilya Kutepov,CB
211239,Corentin Jean,"RM, ST"
212138,Przemyslaw Frankowski,"RM, LM"
212197,Daniel Heuer Fernandes,GK
213092,Samuel Piette,"CDM, CM"
213497,Jacob Une Larsson,CB
213813,Alexander Fransson,CM
213948,Duane Holmes,"CAM, CM, RM"
218208,Cesar Nicolas Fuentes Gonzalez,"CDM, CM"
218743,Alexis Zapata Alvarez,"LM, RM"
219686,Carlos Alberto Carvalho da Silva Junior,"LW, ST"
220148,Nicolas Orsini,"ST, RW, LW"
220620,Florent Hadergjonaj,"RB, RWB, LB"
220685,Leonardo Bonatini Lohner Maia,ST
221269,Jairo Riedewald,"CB, LB"
221284,Jonathan Gradit,"CB, RB"
222692,Benno Schmitz,"RB, CB"
224186,Jordy de Wijs,CB
224970,Mamadou Jean-Luc Diarra Dompe,"LM, RM, LW"
225114,Mimoun Mahi,"ST, LW, CAM"
225151,"Adama ""Noss"" Traore","RW, CM, CAM"
225673,Kasim Adams Nuhu,CB
226591,Harold Fabian Preciado Villarreal,ST
226721,Gil Esaul Alcala Barba,GK
228650,Francisco Oliveira Geraldes,CAM
228802,Dmitriy Zhivoglyadov,"RB, RM"
229255,Charles Marcelo da Silva,GK
229628,Rafael Jimenez Jarque,"CB, CDM"
232230,Ronald Alberto Matarrita Ulate,"LB, LM, LWB"
233292,Miguel Angel Barbieri,CB
233849,Anthony D'Alberto,"RB, LB, CB"
235623,Alvaro Jose Jimenez Guerrero,RM
236621,Pierre-Yves Hamel,ST
239846,Panagiotis Tsintotas,GK
241981,Eulanio Angelo Chipela Gomes,"RB, RM, LM"
243008,Michal Travnik,"CM, CAM"
247144,Dino Hotic,"RW, CAM"
252086,Francisco Javier Hidalgo Gomez,RB
254055,Luis Miguel Ayala Brucil,LB
257189,Pablo Nicolas Lopez De Leon,"CAM, RW, LW"
200408,Ben Gibson,CB
